Id,ReportedDate,AmendDate,Tradeid,Book,BookOwner,Amender,Supervisor,ISIN,TradeDate,SettlementDate,Action,SettDateChange,BookChange,CPartyChange,MultiAmend,PnL,Counterparty,Desk,Quantity,Price,BS
778,12/02/2018,12/02/2018,RZ90175242,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,TOWR,11/02/2018,01/03/2018,Amend,N,N,Y,N,400,RD7070,LONMID,74749,3222,S
779,15/03/2018,17/03/2018,MG76783981,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,WFC^W,13/03/2018,23/03/2018,Amend,N,N,N,N,700,RD7070,LONLONG,51457,882,S
780,16/03/2018,18/03/2018,WR95216523,LN202,Niall Horan,Mick Jones,Liam Gallagher,LSBK,10/03/2018,26/03/2018,Amend,N,N,N,Y,1000,CIP23223,LONMID,41963,4917,B
781,20/02/2018,21/02/2018,WR22979869,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,MGCD,14/02/2018,02/03/2018,Amend,Y,N,Y,Y,0,NMKL009,LONLONG,62155,1160,S
782,22/02/2018,24/02/2018,MV52640575,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,EXP,21/02/2018,07/03/2018,Amend,N,Y,N,Y,300,TY00TYO,LONMID,27243,564,S
783,22/02/2018,25/02/2018,AX15237092,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,USB^M,16/02/2018,28/02/2018,Amend,N,N,N,N,400,TY00TYO,LONLONG,2094,3408,B
784,27/03/2018,28/03/2018,OO11216551,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,BNTCW,26/03/2018,02/04/2018,Amend,N,N,N,Y,-600,CIP23223,LONMID,5766,2610,S
785,08/02/2018,10/02/2018,YW12391721,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,NVG,08/02/2018,21/02/2018,Amend,N,N,N,N,0,CIP23223,LONLONG,55153,2883,B
786,28/03/2018,30/03/2018,IE85217079,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,WGL,27/03/2018,03/04/2018,Cancel,N,N,Y,N,-2500,GOXXX90,LONMID,98673,4926,B
787,02/02/2018,03/02/2018,AB37573554,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,LMT,26/01/2018,13/02/2018,Amend,Y,N,Y,N,55,GOXXX90,LONLONG,26562,132,S
788,22/02/2018,24/02/2018,LL23398354,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,FSBW,21/02/2018,03/03/2018,Cancel,N,N,N,N,4500,GOXXX90,LONMID,34402,394,B
789,02/03/2018,05/03/2018,TL01581232,BD202,Liam Payne,Niall Horan,Liam Gallagher,JSYNU,27/02/2018,04/03/2018,Amend,N,N,N,Y,4500,CIP23223,LONLONG,30411,3934,S
790,08/02/2018,11/02/2018,QX30899315,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,GNE^A,11/02/2018,24/02/2018,Cancel,N,Y,N,Y,0,CIP23223,LONMID,79854,499,S
791,04/02/2018,05/02/2018,QS14308767,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,CBS.A,29/01/2018,11/02/2018,Amend,N,Y,N,N,600,FF90HUI,LONLONG,74049,2768,S
792,28/03/2018,30/03/2018,LD95746012,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,VCV,20/03/2018,05/04/2018,Cancel,N,Y,N,N,400,CIP23223,LONMID,51195,845,S
793,23/02/2018,23/02/2018,ZC03082837,BD202,Liam Payne,Adele Adkins,Liam Gallagher,NVDA,21/02/2018,11/03/2018,Amend,N,Y,Y,Y,-2500,LON9005,LONLONG,53957,2323,B
794,21/03/2018,22/03/2018,RE81967589,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,SXCP,20/03/2018,02/04/2018,Cancel,N,N,Y,N,-2500,TY00TYO,LONMID,20944,4422,B
795,23/02/2018,23/02/2018,ON53352915,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,PKD,13/02/2018,05/03/2018,Amend,Y,N,N,N,100,FF90HUI,LONLONG,21531,3404,S
796,07/03/2018,07/03/2018,HY02889600,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,CX,25/02/2018,04/03/2018,Amend,Y,Y,N,N,1000,GOXXX90,LONMID,70982,1629,S
797,04/03/2018,07/03/2018,XV24903972,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,C^P,26/02/2018,09/03/2018,Amend,N,N,N,N,4500,GOXXX90,LONLONG,13785,2472,B
798,15/02/2018,15/02/2018,EK28206828,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,KPTI,05/02/2018,25/02/2018,Amend,N,Y,N,N,55,CIP23223,LONMID,47242,532,S
799,29/03/2018,29/03/2018,YF36710043,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,EMIF,27/03/2018,12/04/2018,Amend,Y,Y,N,N,0,CIP23223,LONLONG,69329,3669,S
800,03/03/2018,04/03/2018,QP84660077,LN202,Niall Horan,Adele Adkins,Liam Gallagher,APO,03/03/2018,11/03/2018,Amend,N,N,N,Y,400,GOXXX90,LONMID,34736,2782,B
801,12/03/2018,14/03/2018,QX84144068,BD202,Liam Payne,Liam Payne,Liam Gallagher,CLRB,11/03/2018,28/03/2018,Cancel,N,N,N,Y,0,LON5076F,LONLONG,55193,2154,B
802,11/03/2018,12/03/2018,JE48916206,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,RXII,09/03/2018,15/03/2018,Amend,N,N,N,Y,300,GOXXX90,LONMID,78569,2356,B
803,16/02/2018,17/02/2018,BD78259187,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,MRK,11/02/2018,27/02/2018,Amend,N,N,Y,N,55,MCXXXX,LONLONG,73871,1731,B
804,24/03/2018,26/03/2018,DS68617667,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,IDLB,19/03/2018,31/03/2018,Cancel,Y,N,Y,N,-1000,RD7070,LONMID,76703,345,B
805,01/03/2018,04/03/2018,VH83223731,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,EZPW,27/02/2018,06/03/2018,Cancel,N,N,Y,Y,-100000,GOXXX90,LONLONG,42626,663,B
806,08/03/2018,10/03/2018,SE48793522,LN202,Niall Horan,Liam Payne,Liam Gallagher,BABA,08/03/2018,15/03/2018,Amend,Y,N,N,Y,4500,NMKL009,LONMID,81865,3670,B
807,24/03/2018,24/03/2018,RS91097508,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,ICL,16/03/2018,19/03/2018,Cancel,N,N,N,N,1000,DD14ET6,LONLONG,54373,2521,S
808,07/03/2018,08/03/2018,EG71840562,LN202,Niall Horan,Adele Adkins,Liam Gallagher,EDIT,08/03/2018,12/03/2018,Amend,N,N,N,Y,-500000,CIP23223,LONMID,48159,2888,B
809,24/02/2018,27/02/2018,XP24530913,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,STDY,17/02/2018,23/02/2018,Amend,N,Y,N,Y,0,GOXXX90,LONLONG,70334,3522,B
810,15/02/2018,15/02/2018,DG31798720,STK350,Louis Tomlinson,James Cordan,Paul Arthurs,INBK,10/02/2018,26/02/2018,Cancel,Y,N,Y,N,420,LON9005,LONMID,47307,4819,S
811,08/03/2018,10/03/2018,EI38331588,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,GSUM,02/03/2018,10/03/2018,Cancel,N,N,N,Y,1000,TY00TYO,LONLONG,12911,2636,S
812,12/02/2018,15/02/2018,LO80639126,BD202,Liam Payne,Liam Payne,Liam Gallagher,DGICA,09/02/2018,23/02/2018,Amend,Y,Y,Y,N,400,FF90HUI,LONMID,20210,1432,S
813,03/02/2018,04/02/2018,UM00045340,BD202,Liam Payne,James Cordan,Liam Gallagher,TRVG,30/01/2018,13/02/2018,Cancel,N,N,N,N,50000,NMKL009,LONLONG,16214,2079,S
814,08/03/2018,09/03/2018,OX17655319,LN202,Niall Horan,Liam Payne,Liam Gallagher,BSL,09/03/2018,19/03/2018,Cancel,N,N,Y,Y,0,MCXXXX,LONMID,83685,2392,S
815,16/03/2018,17/03/2018,UT55955858,BD202,Liam Payne,Mick Jones,Liam Gallagher,CTX,12/03/2018,24/03/2018,Cancel,N,N,N,N,55,TY00TYO,LONLONG,39147,3171,S
816,07/03/2018,09/03/2018,SY32454271,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,AFSI^F,03/03/2018,19/03/2018,Cancel,N,N,N,Y,1000,LON9005,LONMID,96992,4078,B
817,09/03/2018,12/03/2018,WA89540439,LN202,Niall Horan,Liam Payne,Liam Gallagher,JMPC,09/03/2018,21/03/2018,Cancel,N,N,N,N,4500,GOXXX90,LONLONG,70627,928,B
818,14/03/2018,16/03/2018,KT36091870,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,CWH,14/03/2018,02/04/2018,Amend,N,Y,Y,Y,0,GOXXX90,LONMID,92958,176,B
819,15/03/2018,15/03/2018,NH35428343,BD202,Liam Payne,Adele Adkins,Liam Gallagher,CPN,10/03/2018,18/03/2018,Cancel,N,N,N,N,400,RD7070,LONLONG,6064,3227,S
820,09/03/2018,10/03/2018,KY32386907,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,BAX,03/03/2018,23/03/2018,Amend,N,Y,Y,N,55,CIP23223,LONMID,99256,1293,S
821,02/03/2018,04/03/2018,ZK57300697,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,WCG,02/03/2018,22/03/2018,Cancel,N,N,Y,Y,700,LON9005,LONLONG,93285,2149,S
822,22/02/2018,25/02/2018,DY15815710,BD202,Liam Payne,Adele Adkins,Liam Gallagher,NWN,18/02/2018,02/03/2018,Cancel,N,N,Y,Y,10,RD7070,LONMID,91374,3521,S
823,21/03/2018,21/03/2018,TP22535784,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,XHR,15/03/2018,24/03/2018,Amend,N,N,N,N,0,RD7070,LONLONG,9870,2017,B
824,16/03/2018,18/03/2018,UO90420455,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,PFIN,18/03/2018,04/04/2018,Amend,N,N,N,Y,-100000,CIP23223,LONMID,58632,292,S
825,29/03/2018,29/03/2018,RE78398107,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,RARX,23/03/2018,03/04/2018,Amend,N,N,Y,N,0,LON9005,LONLONG,79493,2285,B
826,25/03/2018,28/03/2018,OP45512615,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,I,27/03/2018,01/04/2018,Amend,N,Y,Y,N,600,MCXXXX,LONMID,71248,3150,B
827,18/02/2018,18/02/2018,XL94574580,LN202,Niall Horan,Niall Horan,Liam Gallagher,WPT,15/02/2018,24/02/2018,Amend,N,Y,N,Y,500,DD14ET6,LONLONG,79616,208,B
828,02/03/2018,05/03/2018,TC35170858,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,LQ,03/03/2018,06/03/2018,Cancel,N,N,N,Y,-600,CIP23223,LONMID,53930,1153,S
829,27/03/2018,29/03/2018,TE79203872,BD202,Liam Payne,Harry Styles,Liam Gallagher,PES,22/03/2018,10/04/2018,Cancel,Y,N,Y,N,1000,LON9005,LONLONG,61223,3057,B
830,07/02/2018,07/02/2018,AO80578995,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,MQT,29/01/2018,15/02/2018,Cancel,N,N,N,N,-500000,NMKL009,LONMID,11913,2787,B
831,27/03/2018,27/03/2018,FY24315206,BD202,Liam Payne,Liam Payne,Liam Gallagher,VOXX,17/03/2018,30/03/2018,Amend,N,N,Y,Y,-600,DD14ET6,LONLONG,11652,2870,B
832,10/02/2018,10/02/2018,IK10164277,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,EMCG,04/02/2018,15/02/2018,Amend,N,N,N,Y,0,TY00TYO,LONMID,21638,447,B
833,22/02/2018,22/02/2018,VV61632379,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,PFMT,21/02/2018,25/02/2018,Cancel,N,Y,Y,N,700,DD14ET6,LONLONG,14896,2085,S
834,23/03/2018,23/03/2018,ZB17761046,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,TOO,17/03/2018,31/03/2018,Cancel,N,N,Y,Y,0,RD7070,LONMID,36598,4090,S
835,14/03/2018,14/03/2018,NJ84082748,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,WPX,09/03/2018,15/03/2018,Cancel,N,Y,Y,Y,0,LON9005,LONLONG,64828,273,S
836,27/02/2018,27/02/2018,BB87055156,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,ENV,18/02/2018,02/03/2018,Amend,N,Y,Y,Y,1000,LON9005,LONMID,72672,1451,B
837,11/02/2018,14/02/2018,NO88865246,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,KAACU,12/02/2018,18/02/2018,Amend,N,Y,Y,Y,500,MCXXXX,LONLONG,77037,1536,B
838,29/03/2018,01/04/2018,IF81236670,LN202,Niall Horan,Harry Styles,Liam Gallagher,WIT,27/03/2018,02/04/2018,Amend,N,N,N,N,100,FF90HUI,LONMID,64749,958,B
839,11/03/2018,11/03/2018,EU15134550,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,DXC,07/03/2018,27/03/2018,Cancel,N,N,Y,N,500,DD14ET6,LONLONG,83491,2699,B
840,11/02/2018,14/02/2018,FK85543864,BD202,Liam Payne,Niall Horan,Liam Gallagher,SEAS,07/02/2018,22/02/2018,Cancel,N,N,N,Y,-500000,TY00TYO,LONMID,35483,3000,S
841,23/03/2018,24/03/2018,DM24888009,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,GAB^D,18/03/2018,06/04/2018,Cancel,N,N,N,N,0,LON9005,LONLONG,3043,4000,B
842,03/03/2018,06/03/2018,SR93581377,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,MPV,02/03/2018,13/03/2018,Cancel,N,N,Y,N,100,MCXXXX,LONMID,38374,3128,S
843,13/03/2018,13/03/2018,TG73703199,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,JPM,07/03/2018,23/03/2018,Cancel,Y,N,N,Y,300,RD7070,LONLONG,76579,3481,S
844,03/02/2018,05/02/2018,KI99792880,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,ORI,28/01/2018,13/02/2018,Cancel,N,N,N,Y,300,RD7070,LONMID,14554,4061,B
845,16/03/2018,18/03/2018,VR94591152,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,HYND,16/03/2018,31/03/2018,Amend,Y,N,Y,N,600,FF90HUI,LONLONG,88902,2927,S
846,18/03/2018,18/03/2018,GP10066845,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,CASI,18/03/2018,06/04/2018,Cancel,N,Y,N,N,300,GOXXX90,LONMID,86554,3540,B
847,06/02/2018,08/02/2018,UJ04822124,BD202,Liam Payne,Adele Adkins,Liam Gallagher,NVS,30/01/2018,07/02/2018,Amend,N,Y,N,N,100,GOXXX90,LONLONG,88349,3972,S
848,13/03/2018,14/03/2018,LV32447556,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,PSL,06/03/2018,13/03/2018,Cancel,N,N,N,Y,4500,DD14ET6,LONMID,75059,975,S
849,06/03/2018,09/03/2018,QR03882601,LN202,Niall Horan,James Cordan,Liam Gallagher,SBCP,28/02/2018,06/03/2018,Amend,Y,N,N,Y,0,MCXXXX,LONLONG,69715,2768,S
850,26/03/2018,28/03/2018,YW69609580,LN202,Niall Horan,Liam Payne,Liam Gallagher,GBT,24/03/2018,01/04/2018,Amend,N,N,N,N,0,LON9005,LONMID,40501,3826,B
851,08/02/2018,09/02/2018,GA46478710,BD202,Liam Payne,Ed Sheeran,Liam Gallagher,ESG,04/02/2018,09/02/2018,Amend,N,Y,N,N,420,GOXXX90,LONLONG,39681,684,S
852,24/03/2018,26/03/2018,SX28806023,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,OCRX,20/03/2018,27/03/2018,Amend,N,N,N,N,-600,NMKL009,LONMID,60895,800,B
853,12/03/2018,13/03/2018,JQ09796256,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,BME,08/03/2018,12/03/2018,Cancel,N,Y,Y,Y,700,LON5076F,LONLONG,17877,748,B
854,06/02/2018,08/02/2018,RL41454646,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,AGD,07/02/2018,23/02/2018,Amend,N,N,N,N,0,GOXXX90,LONMID,6559,2520,B
855,25/03/2018,26/03/2018,FI53810452,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,FMX,25/03/2018,06/04/2018,Amend,Y,N,N,Y,0,MCXXXX,LONLONG,3310,1566,S
856,03/02/2018,06/02/2018,NL74519912,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,AIQ,31/01/2018,13/02/2018,Cancel,N,N,N,Y,-100000,RD7070,LONMID,21009,1683,B
857,08/02/2018,11/02/2018,XI44890293,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,CORE,03/02/2018,11/02/2018,Cancel,N,N,N,Y,420,RD7070,LONLONG,9231,1908,B
858,10/03/2018,10/03/2018,HX55727170,LN202,Niall Horan,Niall Horan,Liam Gallagher,NUROW,02/03/2018,18/03/2018,Cancel,N,N,N,Y,300,DD14ET6,LONMID,80038,4638,B
859,19/03/2018,20/03/2018,TZ97862426,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,DAX,14/03/2018,01/04/2018,Amend,N,N,N,N,10,DD14ET6,LONLONG,65139,4955,S
860,16/03/2018,19/03/2018,RN26490185,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,SPE^B,11/03/2018,23/03/2018,Amend,N,Y,N,Y,10,TY00TYO,LONMID,35548,1300,B
861,13/02/2018,13/02/2018,YE05766711,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,ONB,06/02/2018,12/02/2018,Cancel,N,Y,N,N,0,NMKL009,LONLONG,16078,4613,B
862,27/02/2018,02/03/2018,SF73777747,BD202,Liam Payne,Liam Payne,Liam Gallagher,RMR,27/02/2018,03/03/2018,Amend,Y,Y,N,Y,500,MCXXXX,LONMID,50874,2162,S
863,28/03/2018,28/03/2018,ET37069565,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,ACIW,18/03/2018,30/03/2018,Amend,N,N,Y,Y,100,DD14ET6,LONLONG,9844,244,B
864,09/02/2018,09/02/2018,SP24082622,LN202,Niall Horan,Adele Adkins,Liam Gallagher,SITE,04/02/2018,21/02/2018,Cancel,N,N,N,Y,0,RD7070,LONMID,44424,2267,B
865,02/02/2018,04/02/2018,GL30030982,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,DYNT,04/02/2018,15/02/2018,Amend,Y,N,Y,Y,0,FF90HUI,LONLONG,32079,1514,S
866,19/02/2018,21/02/2018,XL68870004,LN202,Niall Horan,Mick Jones,Liam Gallagher,CBRL,17/02/2018,26/02/2018,Cancel,N,Y,N,Y,50000,CIP23223,LONMID,80136,1272,B
867,13/02/2018,14/02/2018,VP25862501,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,EXPR,14/02/2018,27/02/2018,Amend,N,N,N,N,-500000,GOXXX90,LONLONG,34377,3213,S
868,17/03/2018,18/03/2018,RK80109278,LN202,Niall Horan,Adele Adkins,Liam Gallagher,FLWS,18/03/2018,29/03/2018,Amend,N,N,N,Y,500,NMKL009,LONMID,70501,431,S
869,21/03/2018,24/03/2018,ZQ56845617,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,GNK,15/03/2018,25/03/2018,Cancel,N,Y,N,N,400,GOXXX90,LONLONG,81334,1539,B
870,07/02/2018,09/02/2018,BX38626969,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,SHLDW,08/02/2018,25/02/2018,Amend,Y,Y,N,N,300,DD14ET6,LONMID,21530,4527,B
871,01/03/2018,03/03/2018,IN26671777,LN202,Niall Horan,Adele Adkins,Liam Gallagher,PLSE,23/02/2018,01/03/2018,Amend,N,Y,N,N,-2500,LON9005,LONLONG,42128,2965,S
872,12/03/2018,14/03/2018,IF55687373,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,CCO,09/03/2018,16/03/2018,Cancel,N,N,N,N,10,DD14ET6,LONMID,6478,1111,S
873,21/03/2018,21/03/2018,BZ36970675,BD202,Liam Payne,Niall Horan,Liam Gallagher,WLK,11/03/2018,29/03/2018,Amend,Y,N,N,Y,0,GOXXX90,LONLONG,41873,4757,S
874,01/02/2018,03/02/2018,QY17071735,LN202,Niall Horan,Adele Adkins,Liam Gallagher,UFI,03/02/2018,16/02/2018,Amend,N,N,N,N,300,MCXXXX,LONMID,48934,2597,S
875,08/03/2018,10/03/2018,GF06609482,LN202,Niall Horan,Adele Adkins,Liam Gallagher,GIGM,07/03/2018,10/03/2018,Cancel,N,N,N,Y,4500,CIP23223,LONLONG,91216,1133,B
876,07/02/2018,10/02/2018,CN66607349,LN202,Niall Horan,Adele Adkins,Liam Gallagher,SNP,09/02/2018,14/02/2018,Cancel,N,N,N,Y,4500,DD14ET6,LONMID,43816,2028,S
877,21/03/2018,23/03/2018,HB62458500,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,FNSR,21/03/2018,28/03/2018,Amend,Y,Y,N,Y,100,FF90HUI,LONLONG,11057,552,S
878,01/03/2018,04/03/2018,FU46161963,BD202,Liam Payne,Adele Adkins,Liam Gallagher,CNC,26/02/2018,17/03/2018,Amend,N,N,Y,Y,50000,CIP23223,LONMID,2946,2819,B
879,12/02/2018,14/02/2018,WF28012887,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,RM,10/02/2018,24/02/2018,Amend,N,Y,Y,Y,-1000,GOXXX90,LONLONG,65559,1895,B
880,27/03/2018,29/03/2018,PC56671003,BD202,Liam Payne,Niall Horan,Liam Gallagher,FEUZ,27/03/2018,13/04/2018,Cancel,N,N,N,N,10,GOXXX90,LONMID,61299,3600,B
881,01/02/2018,02/02/2018,MM40771692,BD202,Liam Payne,Liam Payne,Liam Gallagher,DOV,25/01/2018,03/02/2018,Amend,N,N,N,Y,4500,NMKL009,LONLONG,73080,3653,S
882,16/03/2018,17/03/2018,AU81686591,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,CNP,11/03/2018,22/03/2018,Cancel,N,N,N,Y,500,GOXXX90,LONMID,94136,4569,S
883,21/03/2018,21/03/2018,CK46235685,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,GLOG^A,17/03/2018,23/03/2018,Cancel,N,Y,N,N,500,DD14ET6,LONLONG,35581,2888,B
884,20/03/2018,23/03/2018,VG43215092,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,IAE,17/03/2018,21/03/2018,Amend,Y,N,N,N,420,LON9005,LONMID,91822,3131,S
885,23/02/2018,23/02/2018,ZA45482772,LN202,Niall Horan,Niall Horan,Liam Gallagher,FONR,14/02/2018,05/03/2018,Amend,N,Y,Y,N,-2500,LON9005,LONLONG,54924,3242,S
886,23/02/2018,23/02/2018,QY83800496,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,CBO,15/02/2018,03/03/2018,Cancel,N,Y,Y,Y,-600,FF90HUI,LONMID,92139,467,S
887,02/02/2018,02/02/2018,FO21722968,LN202,Niall Horan,Zayn Malik,Liam Gallagher,MTDR,02/02/2018,11/02/2018,Amend,N,N,N,N,4500,MCXXXX,LONLONG,3564,223,S
888,12/03/2018,13/03/2018,RT95057388,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,ERF,08/03/2018,21/03/2018,Cancel,N,N,N,N,-600,FF90HUI,LONMID,95564,3327,S
889,04/03/2018,05/03/2018,JW87449110,LN202,Niall Horan,Niall Horan,Liam Gallagher,MANH,04/03/2018,24/03/2018,Amend,N,Y,Y,N,700,DD14ET6,LONLONG,34751,1238,S
890,25/02/2018,28/02/2018,IR76761209,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,AMBCW,28/02/2018,07/03/2018,Cancel,N,Y,Y,N,0,RD7070,LONMID,81537,2598,S
891,12/03/2018,14/03/2018,HD53840123,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,NRCIA,10/03/2018,28/03/2018,Cancel,N,N,N,Y,700,LON9005,LONLONG,47569,3889,S
892,04/03/2018,05/03/2018,QL46136450,BD202,Liam Payne,Adele Adkins,Liam Gallagher,EOCC,03/03/2018,06/03/2018,Cancel,N,N,Y,Y,400,CIP23223,LONMID,12664,2804,B
893,24/02/2018,27/02/2018,QZ37816275,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,OHRP,27/02/2018,16/03/2018,Cancel,N,Y,N,Y,600,NMKL009,LONLONG,41044,2905,B
894,09/02/2018,10/02/2018,DE61675256,BD202,Liam Payne,Zayn Malik,Liam Gallagher,NP,10/02/2018,19/02/2018,Amend,N,N,Y,N,700,GOXXX90,LONMID,87857,2436,B
895,19/02/2018,20/02/2018,QE22648930,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,GAM^B,19/02/2018,06/03/2018,Amend,N,N,Y,N,500,RD7070,LONLONG,43964,3045,B
896,28/03/2018,30/03/2018,TR89028840,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,HMNY,24/03/2018,28/03/2018,Amend,N,N,Y,Y,0,LON9005,LONMID,38716,1149,B
897,18/02/2018,19/02/2018,ND17219394,BD202,Liam Payne,Zayn Malik,Liam Gallagher,BKH,16/02/2018,27/02/2018,Cancel,N,N,Y,Y,-100000,DD14ET6,LONLONG,87818,1100,B
898,26/03/2018,29/03/2018,VA72611059,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,RARX,23/03/2018,08/04/2018,Cancel,Y,N,N,N,0,LON9005,LONMID,61853,2255,B
899,10/02/2018,12/02/2018,IF97692463,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,KED,12/02/2018,22/02/2018,Amend,N,N,N,N,420,GOXXX90,LONLONG,57156,778,S
900,14/03/2018,15/03/2018,VZ91429449,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,MSA,13/03/2018,01/04/2018,Cancel,N,N,Y,Y,400,LON9005,LONMID,94393,4138,S
901,19/03/2018,19/03/2018,AK34149215,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,AMBCW,16/03/2018,22/03/2018,Cancel,N,Y,N,Y,1000,LON5076F,LONLONG,50505,4038,S
902,03/02/2018,05/02/2018,LS55381112,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,HYND,27/01/2018,05/02/2018,Amend,N,N,N,N,700,GOXXX90,LONMID,59534,960,B
903,13/03/2018,15/03/2018,TS72848754,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,BIOL,05/03/2018,23/03/2018,Cancel,Y,N,N,Y,0,DD14ET6,LONLONG,96018,2982,S
904,20/03/2018,22/03/2018,KN70740813,STK350,Louis Tomlinson,Harry Styles,Paul Arthurs,SBCF,12/03/2018,30/03/2018,Cancel,N,N,N,Y,300,NMKL009,LONMID,51743,1582,B
905,15/02/2018,15/02/2018,QP40376335,LN202,Niall Horan,Niall Horan,Liam Gallagher,BLDR,14/02/2018,01/03/2018,Cancel,N,Y,N,N,420,RD7070,LONLONG,85080,763,B
906,06/03/2018,09/03/2018,ZM08556366,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,VVC,27/02/2018,18/03/2018,Cancel,Y,N,N,N,300,RD7070,LONMID,74976,2657,B
907,02/03/2018,05/03/2018,MB14726441,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,DOW,28/02/2018,11/03/2018,Cancel,N,N,Y,N,0,RD7070,LONLONG,35283,4773,B
